Filename,Predictions,Real Values
70438.jpg,Pablo Picasso,Auguste Herbin
63259.jpg,John Singer Sargent,Tom Roberts
54272.jpg,Gustave Dore,Pieter Bruegel the Elder
93373.jpg,Ilya Repin,Paul Kane
1489.jpg,Gustave Dore,Asger Jorn
26163.jpg,Pierre-Auguste Renoir,Tom Roberts
44388.jpg,John Singer Sargent,Tom Roberts
88836.jpg,Ilya Repin,Wilhelm Leibl
66067.jpg,John Singer Sargent,Pietro da Cortona
34171.jpg,Pablo Picasso,Nicolae Tonitza
64544.jpg,John Singer Sargent,The Cigarette 
49191.jpg,John Singer Sargent,David Teniers the Younger
67864.jpg,Zdislav Beksinski,Luc-Olivier Merson
60046.jpg,Zdislav Beksinski,Eric Ravilious
17665.jpg,Pablo Picasso,Alexej von Jawlensky
43760.jpg,Ilya Repin,Jose Ferraz de Almeida Junior
84557.jpg,Marc Chagall,Adolf Hitler
95042.jpg,Marc Chagall,Roberto Matta
62034.jpg,Ilya Repin,Anton Mauve
83646.jpg,Pablo Picasso,Lynd Ward
70830.jpg,Ivan Shishkin,Charles Willson Peale
48565.jpg,Ilya Repin,Anton Mauve
82065.jpg,Ivan Shishkin,Henry Ossawa Tanner
15362.jpg,John Singer Sargent,Tom Roberts
11983.jpg,John Singer Sargent,Edward Hicks
72247.jpg,Ivan Aivazovsky,Frederic Edwin Church
81567.jpg,Ivan Aivazovsky,Frederic Edwin Church
9603.jpg,John Singer Sargent,Charles Willson Peale
1349.jpg,Gustave Dore,Pieter Bruegel the Elder
34136.jpg,Marc Chagall,Alexej von Jawlensky
64871.jpg,John Singer Sargent,Qiu Ying
77579.jpg,Ivan Aivazovsky,Tom Roberts
5535.jpg,Ilya Repin,Thomas Pollock Anshutz
4117.jpg,John Singer Sargent,Stefan Luchian
30971.jpg,Marc Chagall,Henryk Siemiradzki
92271.jpg,Pablo Picasso,Sheikh Hamdullah
101904.jpg,John Singer Sargent,Franz Stuck
78212.jpg,Pablo Picasso,Andrea Solario
35242.jpg,Pablo Picasso,Jozsef Rippl-Ronai
46791.jpg,John Singer Sargent,Tom Roberts
54142.jpg,Gustave Dore,Pieter Bruegel the Elder
935.jpg,Pablo Picasso,Carlo Crivelli
67616.jpg,John Singer Sargent,Hubert Robert
65763.jpg,Pablo Picasso,Pieter Bruegel the Elder
33185.jpg,John Singer Sargent,Gerrit Dou
23532.jpg,Pablo Picasso,Jean Arp
70212.jpg,Ilya Repin,Francesco Guardi
1035.jpg,Pablo Picasso,Ike no Taiga
40490.jpg,John Singer Sargent,Gabriel Metsu
53965.jpg,Pablo Picasso,Nicholas of Verdun
72772.jpg,Pablo Picasso,Nicholas of Verdun
31763.jpg,Gustave Dore,Nicholas of Verdun
20335.jpg,Pablo Picasso,Nicholas of Verdun
26287.jpg,Ilya Repin,Dosso Dossi
34995.jpg,Pablo Picasso,Nicholas of Verdun
88979.jpg,Pablo Picasso,Nicholas of Verdun
7423.jpg,Pablo Picasso,Nicholas of Verdun
21642.jpg,Pablo Picasso,Nicholas of Verdun
79049.jpg,Pablo Picasso,Nicholas of Verdun
11620.jpg,Pablo Picasso,Nicholas of Verdun
28768.jpg,John Singer Sargent,David Wilkie
89699.jpg,John Singer Sargent,Jean-Baptiste Oudry
51535.jpg,Pablo Picasso,Adriaen van de Venne
47404.jpg,Gustave Dore,Lynd Ward
42873.jpg,Zdislav Beksinski,Francisco de Zurbaran
55152.jpg,John Singer Sargent,Giorgio Vasari
5632.jpg,Ivan Shishkin,John Glover
85405.jpg,Ivan Aivazovsky,Henry Ossawa Tanner
11126.jpg,John Singer Sargent,Luc-Olivier Merson
18573.jpg,Ivan Shishkin,Tom Roberts
6976.jpg,Ivan Aivazovsky,Frederic Edwin Church
36261.jpg,Ivan Shishkin,Jose Ferraz de Almeida Junior
62279.jpg,John Singer Sargent,Andrea del Sarto
24208.jpg,Gustave Dore,Pieter Bruegel the Elder
39597.jpg,Pablo Picasso,Eric Ravilious
4547.jpg,Ivan Aivazovsky,Mihaly Munkacsy
30395.jpg,John Singer Sargent,Tom Roberts
94195.jpg,John Singer Sargent,Tom Roberts
26331.jpg,Gustave Dore,William Leighton Leitch
70342.jpg,Marc Chagall,Patrick Caulfield
99471.jpg,Pablo Picasso,Caravaggio
18701.jpg,John Singer Sargent,Tom Roberts
66753.jpg,John Singer Sargent,Suzanne Valadon
75572.jpg,John Singer Sargent,Charles Demuth
66978.jpg,Ivan Shishkin,Tom Roberts
100353.jpg,Ivan Shishkin,John Glover
14718.jpg,Ilya Repin,Ernest Meissonier
96830.jpg,Ivan Shishkin,Thomas Hill
58745.jpg,Pierre-Auguste Renoir,Robert Harris
5179.jpg,John Singer Sargent,Edward Hicks
40407.jpg,Zdislav Beksinski,Jean Arp
72976.jpg,John Singer Sargent,Tom Roberts
95864.jpg,Ilya Repin,Hubert Robert
1419.jpg,John Singer Sargent,Tom Roberts
10338.jpg,Ivan Shishkin,Tom Roberts
48986.jpg,John Singer Sargent,Edward Hicks
4501.jpg,Pablo Picasso,Antonio Palolo
511.jpg,Pierre-Auguste Renoir,Tom Roberts
50475.jpg,Marc Chagall,Gaston Chaissac
88678.jpg,Pablo Picasso,Jan van Eyck
7371.jpg,Gustave Dore,Lynd Ward
4354.jpg,Ivan Aivazovsky,Anton Mauve
81300.jpg,Marc Chagall,The Yellow River Breaches its Course
85217.jpg,Pablo Picasso,Louis Marcoussis
14380.jpg,Zdislav Beksinski,George Stubbs
9828.jpg,John Singer Sargent,Petrus Christus
45114.jpg,John Singer Sargent,Tom Roberts
90104.jpg,Gustave Dore,Adriaen van de Venne
69093.jpg,John Singer Sargent,Caravaggio
7915.jpg,Zdislav Beksinski,Francisco de Zurbaran
11149.jpg,Marc Chagall,Adolf Hitler
70351.jpg,John Singer Sargent,Andrea del Sarto
101173.jpg,Gustave Dore,Adriaen van Ostade
100341.jpg,Ivan Shishkin,David Johnson
27913.jpg,Ivan Aivazovsky,Frederic Edwin Church
18791.jpg,Ivan Shishkin,The Waving Surface of the Autumn Flood
79176.jpg,Ivan Shishkin,Thomas Hill
87465.jpg,Pablo Picasso,Jules Pascin
47013.jpg,Pablo Picasso,Piero di Cosimo
50202.jpg,Ilya Repin,Christian Wilhelm Allers
101536.jpg,Marc Chagall,Marcel Marien
54811.jpg,Ivan Shishkin,Thomas Hill
93515.jpg,Pablo Picasso,Georges Valmier
88814.jpg,John Singer Sargent,Tom Roberts
25953.jpg,Pablo Picasso,Edward Hicks
25535.jpg,Pablo Picasso,Joaquín Sorolla
2328.jpg,Marc Chagall,Arthur Hughes
98841.jpg,Pierre-Auguste Renoir,Jozsef Rippl-Ronai
32714.jpg,Ilya Repin,Alexey Venetsianov
78461.jpg,John Singer Sargent,Francesco Guardi
62660.jpg,John Singer Sargent,Carlo Crivelli
1005.jpg,John Singer Sargent,Hubert Robert
62511.jpg,John Singer Sargent,Henry Ossawa Tanner
62060.jpg,John Singer Sargent,John Trumbull
93846.jpg,Ivan Shishkin,John Glover
75819.jpg,Ivan Aivazovsky,James Hamilton
37858.jpg,Ivan Shishkin,Eric Ravilious
40648.jpg,Pierre-Auguste Renoir,Edward Hicks
27993.jpg,Pablo Picasso,Andre Masson
57971.jpg,Pablo Picasso,Guido Molinari
32429.jpg,John Singer Sargent,Tom Roberts
93892.jpg,Pablo Picasso,Alvaro Lapa
67455.jpg,Pablo Picasso,Albrecht Altdorfer
33909.jpg,John Singer Sargent,Gerard David
34696.jpg,Pablo Picasso,Eric Ravilious
83634.jpg,Pablo Picasso,Pietro da Cortona
52647.jpg,John Singer Sargent,Andrea del Sarto
92746.jpg,Marc Chagall,John Cage
37794.jpg,John Singer Sargent,Gerrit Dou
12727.jpg,John Singer Sargent,Paul Kane
6429.jpg,Ilya Repin,Kimon Loghi
68045.jpg,Ivan Aivazovsky,Francesco Guardi
95475.jpg,Pablo Picasso,Auguste Herbin
7519.jpg,Ivan Shishkin,Frederic Edwin Church
33831.jpg,John Singer Sargent,Giovanni Battista Torriglia
66722.jpg,Ilya Repin,Edwin Austin Abbey
35763.jpg,Pablo Picasso,Domenico Veneziano
38389.jpg,Marc Chagall,Edward Hicks
32601.jpg,Pablo Picasso,Lorser Feitelson
99830.jpg,John Singer Sargent,Tom Roberts
47039.jpg,John Singer Sargent,An Exterior
18506.jpg,Ivan Shishkin,Edward Hicks
52689.jpg,Pablo Picasso,Albert Gleizes
68003.jpg,Gustave Dore,Pieter Bruegel the Elder
48627.jpg,Ilya Repin,Anton Mauve
46578.jpg,Pablo Picasso,Jankel Adler
3470.jpg,Ivan Aivazovsky,Frederic Edwin Church
78615.jpg,Pablo Picasso,Perle Fine
10147.jpg,Pablo Picasso,Maurice Esteve
72091.jpg,John Singer Sargent,Piero della Francesca
28629.jpg,Ilya Repin,Gerard David
27691.jpg,Ilya Repin,Giuseppe Santomaso
2011.jpg,John Singer Sargent,Antonio Donghi
24064.jpg,Pablo Picasso,Eduardo Nery
22925.jpg,John Singer Sargent,Tamara de Lempicka
17619.jpg,Pablo Picasso,Georges Valmier
46864.jpg,Marc Chagall,Paul Thek
75151.jpg,Marc Chagall,Paul Thek
68458.jpg,Pablo Picasso,Toshi Yoshida
53506.jpg,Pablo Picasso,Corneille
65008.jpg,John Singer Sargent,Antonello da Messina
51123.jpg,Marc Chagall,Jean Arp
56042.jpg,Pablo Picasso,Utagawa Toyokuni
93498.jpg,Zdislav Beksinski,Eduardo Nery
19575.jpg,John Singer Sargent,Tom Roberts
83447.jpg,Pablo Picasso,Patrick Caulfield
66200.jpg,Zdislav Beksinski,Philip Wilson Steer
3260.jpg,John Singer Sargent,Tom Roberts
3907.jpg,John Singer Sargent,Gerard David
4826.jpg,Zdislav Beksinski,Morris Louis
20873.jpg,Pablo Picasso,Jean Hey
82058.jpg,Pablo Picasso,Charles Rennie Mackintosh
17098.jpg,John Singer Sargent,Cornelis Springer
94876.jpg,Pablo Picasso,Piet Mondrian
37351.jpg,Pablo Picasso,Jean-Paul Riopelle
16175.jpg,John Singer Sargent,Giovanni Domenico Tiepolo
55588.jpg,John Singer Sargent,Tom Roberts
11104.jpg,Pablo Picasso,Joaquín Sorolla
60406.jpg,Pablo Picasso,Vajda Lajos
79512.jpg,John Singer Sargent,Adriaen van de Venne
86567.jpg,Gustave Dore,Edward Hicks
37698.jpg,Pablo Picasso,Lynd Ward
87610.jpg,Ilya Repin,Carl-Ludwig Johann Christineck
1977.jpg,Pablo Picasso,Jules Pascin
75396.jpg,John Singer Sargent,Thomas Hill
63063.jpg,Pablo Picasso,Pauline Boty
13237.jpg,Pablo Picasso,Georges Valmier
10911.jpg,Ilya Repin,Edwin Austin Abbey
101211.jpg,Pablo Picasso,Hildegard of Bingen
89562.jpg,John Singer Sargent,Francisco de Zurbaran
18318.jpg,Ivan Shishkin,T. C. Steele
31404.jpg,John Singer Sargent,Andre Bauchant
30872.jpg,Pablo Picasso,Candido Portinari
85099.jpg,Zdislav Beksinski,Charles-Francois Daubigny
39488.jpg,Ivan Shishkin,garrett ames ledbetter
72198.jpg,Pablo Picasso,Eric Ravilious
5688.jpg,Pablo Picasso,Jacopo Bellini
51282.jpg,Ilya Repin,Henry Ossawa Tanner
52519.jpg,John Singer Sargent,Istvan Molnar
70037.jpg,John Singer Sargent,Pietro da Cortona
6697.jpg,Ilya Repin,Henry Ossawa Tanner
40337.jpg,John Singer Sargent,Tom Roberts
62959.jpg,Pablo Picasso,Paul Signac
30918.jpg,Gustave Dore,Eric Ravilious
15721.jpg,John Singer Sargent,Balthus
78188.jpg,Pierre-Auguste Renoir,Charles Willson Peale
29447.jpg,Ivan Shishkin,Julian Alden Weir
26670.jpg,John Singer Sargent,Adolph Menzel
34633.jpg,Pablo Picasso,Cima da Conegliano
41964.jpg,Ilya Repin,Adriaen van de Venne
37580.jpg,John Singer Sargent,Tom Roberts
65148.jpg,John Singer Sargent,Filipp Malyavin
79873.jpg,Gustave Dore,Anton Mauve
36176.jpg,Pablo Picasso,Jacopo Bellini
90558.jpg,Pablo Picasso,Edward Avedisian
102881.jpg,John Singer Sargent,Adriaen van de Venne
15293.jpg,Ivan Aivazovsky,David Johnson
62107.jpg,John Singer Sargent,Winston Churchill
64571.jpg,Pierre-Auguste Renoir,Jozsef Rippl-Ronai
79487.jpg,Ilya Repin,Yosa Buson
20710.jpg,Pablo Picasso,Andrei Rublev
38780.jpg,Pablo Picasso,Roger de La Fresnaye
60367.jpg,Pablo Picasso,Piet Mondrian
34365.jpg,Pablo Picasso,Vilhelm Hammershoi
22941.jpg,Pablo Picasso,Robert Campin
74185.jpg,John Singer Sargent,Anne-Louis Girodet
71047.jpg,Pablo Picasso,Time Flies
5364.jpg,John Singer Sargent,Tom Roberts
4125.jpg,Ivan Shishkin,Giovanni Paolo Panini
41230.jpg,Pablo Picasso,Lynd Ward
95929.jpg,Ilya Repin,William Holman Hunt
74263.jpg,John Singer Sargent,Cornelis Vreedenburgh
4468.jpg,Pablo Picasso,Luc-Olivier Merson
35699.jpg,Pablo Picasso,The appearance of a ‘castle-toppler’ of the Tempo era
70994.jpg,Pablo Picasso,Edward Avedisian
6822.jpg,Ivan Aivazovsky,Eric Ravilious
87884.jpg,John Singer Sargent,Tom Roberts
33260.jpg,Pablo Picasso,Nicolae Tonitza
33141.jpg,Ilya Repin,Agnolo Bronzino
80462.jpg,Ivan Aivazovsky,El Lissitzky
38449.jpg,Pablo Picasso,Lynd Ward
31364.jpg,Marc Chagall,Luca Signorelli
59811.jpg,Marc Chagall,Shibata Zeshin
21430.jpg,Gustave Dore,Eustache Le Sueur
78929.jpg,Pablo Picasso,Constantin Piliuta
1293.jpg,Pablo Picasso,Nicolae Tonitza
20493.jpg,Pablo Picasso,Roger de La Fresnaye
14518.jpg,Ivan Aivazovsky,Agnes Martin
7730.jpg,Pablo Picasso,Tsukioka Yoshitoshi
31707.jpg,John Singer Sargent,Sidney Nolan
7369.jpg,John Singer Sargent,Edward Hicks
31195.jpg,Ivan Aivazovsky,Thomas Hill
17466.jpg,Ivan Shishkin,Henry Ossawa Tanner
100316.jpg,John Singer Sargent,han van meegeren
2372.jpg,Pablo Picasso,Kazimir Malevich
50123.jpg,Pablo Picasso,Esaias van de Velde
86579.jpg,Pablo Picasso,The appearance of a courtesan during the Kaei era
24020.jpg,John Singer Sargent,Vilhelms Purvitis
81544.jpg,Ivan Shishkin,Julian Alden Weir
87627.jpg,Ilya Repin,Lev Lagorio
30318.jpg,John Singer Sargent,Giuseppe Maria Crespi
30338.jpg,John Singer Sargent,Bernardo Bellotto
1295.jpg,Pablo Picasso,garrett ames ledbetter
61277.jpg,Ilya Repin,Georges Lemmen
1759.jpg,Ivan Shishkin,Arthur Streeton
102709.jpg,John Singer Sargent,Pieter de Hooch
79106.jpg,Ivan Aivazovsky,Thomas Hill
86520.jpg,Ilya Repin,Richard Parkes Bonington
67401.jpg,Ilya Repin,Agnolo Bronzino
76697.jpg,Ivan Shishkin,Constantin Piliuta
40728.jpg,Ivan Shishkin,Julian Alden Weir
71752.jpg,John Singer Sargent,Jean-Baptiste-Simeon Chardin
70169.jpg,Ivan Aivazovsky,Francesco Guardi
5570.jpg,Ilya Repin,Yosa Buson
54732.jpg,Ivan Shishkin,Tom Roberts
73450.jpg,John Singer Sargent,Edward Wadsworth
78417.jpg,Ivan Shishkin,Henry Ossawa Tanner
20113.jpg,Ilya Repin,Jules Breton
33694.jpg,Pablo Picasso,Sergei Parajanov
78046.jpg,John Singer Sargent,Pietro da Cortona
16235.jpg,Pablo Picasso,The appearance of a Kyoto geisha of the Kansei era
101909.jpg,John Singer Sargent,Max Liebermann
30961.jpg,Ivan Shishkin,Abraham van Strij
63914.jpg,Ilya Repin,David Teniers the Younger
27861.jpg,Pablo Picasso,Piet Mondrian
11975.jpg,Ivan Shishkin,David Johnson
97162.jpg,Ivan Shishkin,Efim Volkov
98354.jpg,John Singer Sargent,Francis Gruber
88307.jpg,Ilya Repin,Ford Madox Brown
41604.jpg,Ilya Repin,Rogier van der Weyden
100750.jpg,John Singer Sargent,Benvenuto Tisi
68850.jpg,John Singer Sargent,Rogier van der Weyden
49390.jpg,Ilya Repin,Alexej von Jawlensky
7508.jpg,John Singer Sargent,Jean-Baptiste Oudry
53633.jpg,Pablo Picasso,Tamara de Lempicka
9411.jpg,John Singer Sargent,Eustache Le Sueur
28683.jpg,Ivan Aivazovsky,Isaac van Ostade
72233.jpg,Marc Chagall,Adolf Hitler
34242.jpg,John Singer Sargent,Thomas Couture
10733.jpg,Ivan Shishkin,Jules Dupre
61519.jpg,Ilya Repin,Francesco Guardi
1641.jpg,Pablo Picasso,Rogier van der Weyden
18992.jpg,Marc Chagall,Marcel Janco
21097.jpg,Ilya Repin,Alexandre Benois
94586.jpg,John Singer Sargent,Edward Hicks
55702.jpg,Pablo Picasso,Toyohara Chikanobu
5339.jpg,Ilya Repin,Vilhelm Hammershoi
86052.jpg,Marc Chagall,Jan van Eyck
21916.jpg,John Singer Sargent,Tom Roberts
31915.jpg,Pablo Picasso,Adolf Hitler
8049.jpg,Ilya Repin,Adriaen van de Venne
17442.jpg,John Singer Sargent,Georg Pauli
45511.jpg,John Singer Sargent,Sidney Nolan
32311.jpg,John Singer Sargent,garrett ames ledbetter
814.jpg,Ilya Repin,Robert Harris
11162.jpg,Pablo Picasso,Giorgio Morandi
29169.jpg,Ilya Repin,Alexander Ivanov
16431.jpg,Pablo Picasso,Edward Avedisian
55684.jpg,Ivan Shishkin,Thomas Hill
103239.jpg,John Singer Sargent,Giovanni Battista Torriglia
10327.jpg,Ivan Aivazovsky,Francesco Guardi
2256.jpg,John Singer Sargent,Francesco Solimena
25179.jpg,Ivan Shishkin,Eric Ravilious
67472.jpg,Pablo Picasso,Patrick Caulfield
92471.jpg,John Singer Sargent,Gilbert Stuart
62917.jpg,Ivan Shishkin,Frederic Edwin Church
88239.jpg,Ivan Aivazovsky,Tom Roberts
76708.jpg,Pablo Picasso,Horia Bernea
89781.jpg,John Singer Sargent,Jan Provoost
92335.jpg,John Singer Sargent,Cornelis Vreedenburgh
61137.jpg,John Singer Sargent,Adolph Menzel
9443.jpg,John Singer Sargent,Luca Signorelli
2511.jpg,John Singer Sargent,Nicolae Grigorescu
62952.jpg,Marc Chagall,Juan de Valdes Leal
44876.jpg,John Singer Sargent,Giorgio Vasari
101422.jpg,John Singer Sargent,Tom Roberts
92595.jpg,Zdislav Beksinski,Albert Pinkham Ryder
59330.jpg,Pablo Picasso,Paul Revere
90948.jpg,Pablo Picasso,Paul Serusier
80204.jpg,Ivan Aivazovsky,Henry Ossawa Tanner
2075.jpg,John Singer Sargent,Francesco Guardi
44554.jpg,Pierre-Auguste Renoir,Tom Roberts
19176.jpg,Marc Chagall,Serge Sudeikin
15065.jpg,John Singer Sargent,Henry Ossawa Tanner
82114.jpg,Ilya Repin,Giovanni Domenico Tiepolo
40149.jpg,John Singer Sargent,Henry Ossawa Tanner
73758.jpg,John Singer Sargent,Tom Roberts
86146.jpg,John Singer Sargent,Tom Roberts
31249.jpg,Zdislav Beksinski,Marcel Marien
45190.jpg,Ilya Repin,Gabriel Metsu
78322.jpg,Pierre-Auguste Renoir,Kimon Loghi
40988.jpg,John Singer Sargent,Constantin Piliuta
3627.jpg,John Singer Sargent,Dosso Dossi
883.jpg,John Singer Sargent,Arthur Hughes
88141.jpg,Pablo Picasso,Endre Balint
29717.jpg,John Singer Sargent,garrett ames ledbetter
20332.jpg,Ivan Aivazovsky,Tom Roberts
58408.jpg,Ivan Shishkin,Tom Roberts
38273.jpg,John Singer Sargent,Adriaen Brouwer
102593.jpg,John Singer Sargent,Francesco Solimena
78159.jpg,John Singer Sargent,Eliseu Visconti
49314.jpg,Ivan Aivazovsky,Edward Lear
26342.jpg,Ivan Aivazovsky,Jules Dupre
7095.jpg,John Singer Sargent,Sts Eligius and Catherine
56455.jpg,Pierre-Auguste Renoir,Qiu Ying
39487.jpg,Ilya Repin,Benjamin Brown
22810.jpg,Pablo Picasso,Max Pechstein
56701.jpg,Ilya Repin,Giovanni Domenico Tiepolo
96241.jpg,John Singer Sargent,Julian Alden Weir
20047.jpg,Pablo Picasso,Andrei Rublev
22339.jpg,John Singer Sargent,Gabriel Metsu
67500.jpg,John Singer Sargent,Melchior d'Hondecoeter
30052.jpg,Pablo Picasso,Giuseppe Arcimboldo
18986.jpg,Ilya Repin,Victor Pasmore
6161.jpg,Pierre-Auguste Renoir,Tom Roberts
97796.jpg,Ivan Aivazovsky,Bernardo Bellotto
43486.jpg,John Singer Sargent,Tom Roberts
102324.jpg,Ivan Shishkin,Charles Willson Peale
9205.jpg,John Singer Sargent,Tamara de Lempicka
65988.jpg,Gustave Dore,Adriaen van de Venne
29339.jpg,Pablo Picasso,Jacopo Bellini
60404.jpg,Ivan Shishkin,Eric Ravilious
74542.jpg,Zdislav Beksinski,Toshi Yoshida
69138.jpg,Marc Chagall,Gabriel von Max
16020.jpg,Ilya Repin,Albert Pinkham Ryder
12299.jpg,Marc Chagall,Richard Diebenkorn
43863.jpg,John Singer Sargent,Frederic Bazille
26365.jpg,Pablo Picasso,Georges Lemmen
18220.jpg,Ivan Shishkin,Villiers-le-Bel
99095.jpg,Marc Chagall,Qiu Ying
100308.jpg,Pablo Picasso,Qiu Ying
70862.jpg,Ivan Aivazovsky,Jose Ferraz de Almeida Junior
41134.jpg,Zdislav Beksinski,Johan Hendrik Weissenbruch
102291.jpg,Pablo Picasso,Nicolae Tonitza
31051.jpg,Ivan Aivazovsky,Canal
95294.jpg,Pierre-Auguste Renoir,Jan Siberechts
79825.jpg,John Singer Sargent,John Trumbull
46565.jpg,Zdislav Beksinski,Piet Mondrian
39828.jpg,Ivan Shishkin,Qiu Ying
21089.jpg,Ilya Repin,Qiu Ying
88502.jpg,Pablo Picasso,Jan Provoost
10496.jpg,Marc Chagall,Eric Ravilious
75966.jpg,Marc Chagall,Eric Ravilious
51606.jpg,Ilya Repin,Albert Pinkham Ryder
11019.jpg,John Singer Sargent,Tom Roberts
44888.jpg,Ivan Aivazovsky,Constantin Piliuta
10868.jpg,Marc Chagall,Joan Mitchell
76565.jpg,Zdislav Beksinski,Constant Troyon
41111.jpg,Ivan Shishkin,Grigoriy Myasoyedov
27107.jpg,Ivan Shishkin,Anton Mauve
15130.jpg,Ivan Shishkin,Andre Bauchant
44732.jpg,John Singer Sargent,T. C. Steele
11080.jpg,Ivan Shishkin,Jules Dupre
8295.jpg,Pablo Picasso,Albert Gleizes
34130.jpg,Ilya Repin,Octav Bancila
57555.jpg,Pablo Picasso,Alfredo Volpi
102510.jpg,John Singer Sargent,Christo Coetzee
3339.jpg,Pierre-Auguste Renoir,Julian Alden Weir
16973.jpg,Pablo Picasso,Vajda Lajos
25324.jpg,Pablo Picasso,Jankel Adler
13585.jpg,John Singer Sargent,Abdullah Suriosubroto
54354.jpg,Ivan Aivazovsky,Frederic Edwin Church
70216.jpg,Pablo Picasso,Roger de La Fresnaye
76876.jpg,Pablo Picasso,Andre Masson
45206.jpg,Ivan Shishkin,Stefan Dimitrescu
22950.jpg,Pablo Picasso,Henry Ossawa Tanner
5444.jpg,John Singer Sargent,Tom Roberts
96176.jpg,Ivan Aivazovsky,Claude Lorrain
94280.jpg,John Singer Sargent,Jean-Baptiste Oudry
56782.jpg,John Singer Sargent,Charles Willson Peale
68500.jpg,John Singer Sargent,Eva Gonzales
89749.jpg,Pablo Picasso,Gabriel Metsu
30956.jpg,John Singer Sargent,Eva Gonzales
21736.jpg,John Singer Sargent,Edward Hicks
67108.jpg,Pablo Picasso,Felice Casorati
92729.jpg,Pablo Picasso,Jackson Pollock
77563.jpg,Pablo Picasso,Ben Nicholson
56483.jpg,Pablo Picasso,Serge Sudeikin
29983.jpg,Zdislav Beksinski,Giovanni Fattori
11934.jpg,Pablo Picasso,Andre Masson
102049.jpg,John Singer Sargent,Stefan Dimitrescu
83729.jpg,John Singer Sargent,right wing of The Bourbon Altarpiece
61496.jpg,John Singer Sargent,William James Glackens
63353.jpg,John Singer Sargent,Victor Pasmore
72674.jpg,Ilya Repin,Tom Roberts
7160.jpg,Pablo Picasso,Andrea del Sarto
30083.jpg,Pablo Picasso,Nicolae Tonitza
92707.jpg,Zdislav Beksinski,Sidney Nolan
68386.jpg,Pablo Picasso,Lyubov Popova
96716.jpg,Pablo Picasso,Kazimir Malevich
95292.jpg,Ivan Aivazovsky,Frederic Edwin Church
50586.jpg,Pablo Picasso,Edward Hicks
66048.jpg,Ilya Repin,Tom Roberts
87972.jpg,John Singer Sargent,Cornelis Springer
82699.jpg,Pablo Picasso,Thomas Kinkade
19288.jpg,Pablo Picasso,Sheikh Hamdullah
41687.jpg,John Singer Sargent,Pieter de Hooch
100802.jpg,Pablo Picasso,Agnolo Bronzino
66318.jpg,Ivan Aivazovsky,Alexandre Cabanel
12222.jpg,Pablo Picasso,Patrick Caulfield
66662.jpg,Ilya Repin,John Hoyland
89421.jpg,Gustave Dore,Eric Ravilious
46454.jpg,Ivan Aivazovsky,Eric Ravilious
100961.jpg,Pablo Picasso,Ion Pacea
58839.jpg,Pablo Picasso,Victor Pasmore
16348.jpg,John Singer Sargent,Lavinia Fontana
87950.jpg,John Singer Sargent,Giovanni Fattori
26216.jpg,Pablo Picasso,Stefan Dimitrescu
8152.jpg,Ilya Repin,Storm Sea 
50958.jpg,Pablo Picasso,Edward Wadsworth
3762.jpg,John Singer Sargent,Petrus Christus
68917.jpg,Pablo Picasso,Marsden Hartley
87026.jpg,Marc Chagall,Toshi Yoshida
35197.jpg,Zdislav Beksinski,garrett ames ledbetter
1742.jpg,Zdislav Beksinski,Hubert Robert
1982.jpg,Ilya Repin,Fyodor Rokotov
21258.jpg,Ivan Shishkin,Julian Alden Weir
43249.jpg,Ilya Repin,Frederic Remington
67329.jpg,Ilya Repin,Robert Campin
2836.jpg,Ilya Repin,Roger de La Fresnaye
34513.jpg,Ilya Repin,Serge Sudeikin
67947.jpg,Marc Chagall,Laszlo Moholy-Nagy
56154.jpg,Ilya Repin,Endre Balint
67633.jpg,Marc Chagall,Gino Severini
66690.jpg,John Singer Sargent,Conroy Maddox
48244.jpg,Pablo Picasso,Charles Demuth
97323.jpg,Ivan Aivazovsky,Adriaen van de Velde
56522.jpg,John Singer Sargent,Stefan Luchian
48978.jpg,Pablo Picasso,Giorgio Vasari
46224.jpg,Gustave Dore,Adriaen van de Venne
5759.jpg,Gustave Dore,Adriaen van de Venne
92769.jpg,Marc Chagall,costume for Ida Rubinstein as Helene
42974.jpg,John Singer Sargent,Wilhelm Leibl
7499.jpg,John Singer Sargent,Jan Provoost
97984.jpg,Pablo Picasso,LeRoy Neiman
29539.jpg,John Singer Sargent,Jan Provoost
59199.jpg,Ivan Shishkin,Julian Alden Weir
2200.jpg,Gustave Dore,Esaias van de Velde
95070.jpg,Gustave Dore,Luc-Olivier Merson
9247.jpg,Ivan Shishkin,Charles Willson Peale
8824.jpg,Pablo Picasso,Piet Mondrian
22892.jpg,Pablo Picasso,Nicolae Tonitza
100894.jpg,John Singer Sargent,draft
58597.jpg,John Singer Sargent,Rosso Fiorentino
41072.jpg,Pablo Picasso,Mario Cesariny
17348.jpg,Ivan Shishkin,Thomas Hill
87635.jpg,Pablo Picasso,Hildegard of Bingen
44919.jpg,Gustave Dore,Eric Ravilious
75741.jpg,Marc Chagall,han van meegeren
61359.jpg,Gustave Dore,Asger Jorn
34218.jpg,Zdislav Beksinski,Eric Ravilious
70456.jpg,Pablo Picasso,Parmigianino
73560.jpg,Marc Chagall,Gustave Singier
4874.jpg,John Singer Sargent,Gabriel Metsu
79145.jpg,Pablo Picasso,Dan Christensen
81625.jpg,Ivan Aivazovsky,Sidney Nolan
85612.jpg,Ilya Repin,Christen Kobke
